name,출전
上草芳,호구총수
上草谷里,호구총수
上草里,호구총수
上荊谷,호구총수
上荷衣村,호구총수
上莘谷,호구총수
上莞洞,호구총수
上莫其味,호구총수
上華表里,호구총수
上菱村,호구총수
上萬壽洞,호구총수
上萬方里,호구총수
上萬月里,호구총수
上萬水里,호구총수
上萬里,호구총수
上葛,호구총수
上葛山里,호구총수
上葛洞村,호구총수
上葛田,역지사지LV3
上葛申,호구총수
上葛里,호구총수
上蒼,호구총수
上蓬萊,역지사지LV3
上蓮洞里,호구총수
上蓮舟,호구총수
上藍石里,호구총수
上蘇山,여지도서
上蛇浦里,호구총수
上蜈嘴里,호구총수
上蟹里,호구총수
上蟻谷,호구총수
上衙村,호구총수
上表井里,호구총수
上西,역지사지LV3
上西三同,역지사지LV3
上西二同,역지사지LV3·호구총수
上西位里,호구총수
上西初同,역지사지LV3·호구총수
上西南里,호구총수
上西子里,호구총수
上西浦里,호구총수
上西湖,호구총수
上西湖亭,호구총수
上西邊里,호구총수
上西部里,호구총수
上西里,역지사지LV3·호구총수
上西門內里,호구총수
上西門里,호구총수
上西面,호구총수
上訥里,호구총수
上調亭,호구총수
上論岑,호구총수
上諸,역지사지LV3
上諸島,호구총수
上谷,역지사지LV3·호구총수
上谷部曲,특수구역
上谷里,호구총수
上谷面,호구총수
上豆,역지사지LV3
上豆彦台里,호구총수
上豆村里,호구총수
上豆谷,호구총수
上豊里,호구총수
上貴日里,호구총수
上貴洞,호구총수
上貴洞里,호구총수
上赤,호구총수
上赤巖里,호구총수
上赤洞里,호구총수
上赤良里,호구총수
上赤道,호구총수
上車書,역지사지LV3
上辛里,호구총수
上農事,호구총수
上農里,호구총수
上通,호구총수
上通里,호구총수
上造山,호구총수
上連坪里,호구총수
上道,역지사지LV3
上道北村,호구총수
上道坊,호구총수
上道大里,호구총수
上道宗里,호구총수
上道峯里,호구총수
上道川洞,호구총수
上道木里,호구총수
上道洞,호구총수
上道社,호구총수
上道衣里,호구총수
上道谷里,호구총수
上道道里,호구총수
上道里,호구총수
上道門里,호구총수
上道面,호구총수
上達里,호구총수
上避老里,호구총수
上邑,역지사지LV3
上邑內,역지사지LV3·호구총수
上邑內面,호구총수
上邱井,역지사지LV3
上郡,역지사지LV3
上郡梁里,호구총수
上部,역지사지LV3
上部坊,호구총수
上部里,호구총수
上都廳,호구총수
上都洞,호구총수
上都里,호구총수
上里,역지사지LV3·호구총수
上里坊,호구총수
上里堤內里,호구총수
上里洞里,호구총수
上里社,호구총수
上里面,호구총수
上野里,호구총수
上金塘里,호구총수
上金山,역지사지LV3
上金川,호구총수
上金洞里,호구총수
上金田里,호구총수
上金竹里,호구총수
上金谷,호구총수
上金谷里,호구총수
上金鷄,호구총수
上釜谷里,호구총수
上鉢,역지사지LV3
上鉢山,역지사지LV3·호구총수
上鉢山社,호구총수
上鎭里,호구총수
上長,역지사지LV3
上長上里,호구총수
上長串里,호구총수
上長位里,호구총수
上長坪里,호구총수
上長安里,호구총수
上長川,호구총수
上長川里,호구총수
上長朴里,호구총수
上長林里,호구총수
上長洞里,호구총수
上長省,역지사지LV3
上長結里,호구총수
上長蓮洞,호구총수
上長里,호구총수
上長陽,역지사지LV3
上長面,호구총수
上門嶺,신증동국여지승람
上開泰,호구총수
上開里,호구총수
上閑堂里,호구총수
上閭,호구총수
上闗,역지사지LV3
上關,역지사지LV3
上阜,호구총수
上阿山里,호구총수
上院塘里,호구총수
上院村,호구총수
上院里,호구총수
上院院,군현역원
上陶川,호구총수
上陽坊,호구총수
上陽才洞里,호구총수
上陽洞里,호구총수
上隣里,호구총수
上雨山里,호구총수
上雩北,역지사지LV3
上雩南,역지사지LV3
上雲,역지사지LV3
上雲山里,호구총수
上雲谷里,호구총수
上雲里,호구총수
上雲面,호구총수
上靑山村,호구총수
上靑所,호구총수
上靑石洞,호구총수
上靑里,호구총수
上非乃閭,호구총수
上面,역지사지LV3
上項里,호구총수
上飛亭里,호구총수
上飛里,호구총수
上食川里,호구총수
上館,호구총수
上馬堂里,호구총수
上馬山坊,호구총수
上馬山里,호구총수
上馬沙里,호구총수
上馬站里,호구총수
上馬鞭里,호구총수
上驛里,호구총수
上高棧里,호구총수
上魚物廛契,호구총수
上鰲山里,호구총수
上鳥余,호구총수
上鳥洞,호구총수
上鳥里,호구총수
上鳳凰里,호구총수
上鳳鳴,호구총수
上鳴巖里,호구총수
上鳴石村,호구총수
上鵲村,호구총수
上鵲里,호구총수
上鷄村,호구총수
上鷲巖里,호구총수
上鷹巖洞,호구총수
上鹽所,호구총수
上鹽里,호구총수
上麥谷處,특수구역
上黃屯里,호구총수
上黑巖里,호구총수
上黑石里,호구총수
上黨里,호구총수
上鼎山,호구총수
上鼎村,호구총수
上龍,역지사지LV3
上龍伏,역지사지LV3
上龍伏面,호구총수
上龍津里,호구총수
上龍淵,호구총수
上龍溪,호구총수
上龍田里,호구총수
上龍里,호구총수
上龍門,역지사지LV3
上龍頭里,호구총수
上龜尾,역지사지LV3
上龜尾村,호구총수
上龜尾面,호구총수
上龜陽里,호구총수
下㘏洞,호구총수
下一,역지사지LV3
下一運,역지사지LV3·호구총수
下一運面,호구총수
下一道,역지사지LV3·호구총수
下一里,호구총수
下丁太村,호구총수
下七里,호구총수
下三,역지사지LV3
下三宜里,호구총수
下三寶禮閭,호구총수
下三巖,호구총수
下三川里,호구총수
下三池里,호구총수
下三洞里,호구총수
下三浦里,호구총수
下三生里,호구총수
下三田,호구총수
下三里,역지사지LV3·호구총수
下三里面,호구총수
下三陽里,호구총수
下下旀里,호구총수
下不老里,호구총수
下丘尾里,호구총수
下丙洞坊,호구총수
下中山里,호구총수
下中峙里,호구총수
下中方里,호구총수
下中里,호구총수
下中里契,호구총수
下串里,호구총수
下丹地里,호구총수
下丹月,호구총수
下丹里,호구총수
下主谷,호구총수
下乃里,호구총수
下之介谷,호구총수
下乎里,호구총수
下九士里,호구총수
下九禮洞,호구총수
下九郞里,호구총수
下九里,호구총수
下乫幕里,호구총수
下乫田,호구총수
下乭只里,호구총수
下乭地坊契,호구총수
下乭川里,호구총수
下乭里,호구총수
下乺卞里,호구총수
下乾善,호구총수
下乾旨里,호구총수
下二,역지사지LV3
下二運,역지사지LV3
下二運面,호구총수
下二道,역지사지LV3·호구총수
下二里,호구총수
下亏禾,역지사지LV3
下亐禾社,호구총수
下五公洞里,호구총수
下五十石里,호구총수
下五里,호구총수
下井谷里,호구총수
下亭里,호구총수
下仁谷,호구총수
下仇郞里,호구총수
下今丹里,호구총수
下今山,역지사지LV3
下今山面,호구총수
下介坪村,호구총수
下付巖,호구총수
下仙巖,여지도서
下仙里,호구총수
下令通里,호구총수
下以音里,호구총수
下价里,호구총수
下伊沙,역지사지LV3·특수구역
下伊沙部曲,특수구역
下伐村里,호구총수
下伐里,호구총수
下休知里,호구총수
下伽倻谷,호구총수
下住巖閭,호구총수
下佐日里,호구총수
下余田,호구총수
下佛舞谷里,호구총수
下佛里,호구총수
下佳丘里,호구총수
下佳里,호구총수
下保光里,호구총수
下保韓里,호구총수
下倉里,호구총수
下傑隱里,호구총수
下儉巖里,호구총수
下元堂里,호구총수
下元山里,호구총수
下元川,역지사지LV3
下元川社,호구총수
下元德里,호구총수
下元角村,호구총수
下內亂里,호구총수
下內洞閭,호구총수
下八卦里,호구총수
下八智里,호구총수
下八松里,호구총수
下八桂洞,호구총수
下八里,호구총수
下公井里,호구총수
下公山里,호구총수
下六里,호구총수
下冠方村,호구총수
下冷井里,호구총수
下凍里,호구총수
下凡南里,호구총수
下凡魚里,호구총수
下分二里,호구총수
下分土里,호구총수
下初北,역지사지LV3
下別里,호구총수
下利洞,호구총수
下前川里,호구총수
下前里,호구총수
下劒山,호구총수
下加,역지사지LV3
下加南,역지사지LV3
下加大浦里,호구총수
下加尺里,호구총수
下加村,호구총수
下加條里,호구총수
下加樂里,호구총수
下加次山里,호구총수
下加社,호구총수
下加里,호구총수
下助旺,호구총수
下北,역지사지LV3
下北三,역지사지LV3
下北二,역지사지LV3
下北枝里,호구총수
下北部,호구총수
下北里,호구총수
下北面,호구총수
下升洞里,호구총수
下卓里,호구총수
下南,역지사지LV3
下南三同,역지사지LV3
下南二同,역지사지LV3
下南初同,역지사지LV3
下南堂里,호구총수
下南塘,호구총수
下南山里,호구총수
下南部,호구총수
下南里,호구총수
下南陽里,호구총수
下南面,호구총수
下南面里,호구총수
下卞田,호구총수
下卞許洞,호구총수
下占卜里,호구총수
下厚利谷里,호구총수
下厚浦里,호구총수
下反浦里,호구총수
下古,역지사지LV3
下古尾,역지사지LV3
下古尾面,호구총수
下古幕,호구총수
下古延里,호구총수
下古瓦,역지사지LV3
下古社,호구총수
下古縣,호구총수
下古縣里,호구총수
下古達里,호구총수
下古邑里,호구총수
下古郡里,호구총수
下古里,호구총수
下可習里,호구총수
下可連里,호구총수
下台峯,호구총수
下台里,호구총수
下史洞,호구총수
下司倉里,호구총수
下君明里,호구총수
下吾丁,역지사지LV3
下吾里,호구총수
下呑田里,호구총수
下周易里,호구총수
下品谷洞,호구총수
下嘉元里,호구총수
下器店里,호구총수
下四巖里,호구총수
下四巷里,호구총수
下四里,호구총수
下國寺里,호구총수
下圓浦里,호구총수
下圖,역지사지LV3
下圖面,호구총수
下土井里,호구총수
下地位里,호구총수
下地境里,호구총수
下地藏里,호구총수
下坊,역지사지LV3
下坊里,호구총수
下坊面,호구총수
下坡谷,호구총수
下坪,호구총수
下坪村,호구총수
下坪村里,호구총수
下坪角,호구총수
下坪里,호구총수
下垈洞里,호구총수
下垈里,호구총수
下城劫里,호구총수
下城北坊,호구총수
下城北里,호구총수
